a,name,gender
WILBUR,wilbur,male
WILEBALDO,wilebaldo,male
WILFORD,wilford,male
WILFRED,wilfred,male
WILFREDO,wilfredo,male
WILFRIDO,wilfrido,male
WILIBRORDO,wilibrordo,male
WILIGIRO,wiligiro,male
WILL,will,male
WILLARD,willard,male
WILLEM,willem,male
WILLIAM,william,male
WILLIAN,willian,male
WILLIS,willis,male
WILMAR,wilmar,male
WILMER,wilmer,male
WILSON,wilson,male
WILTON,wilton,male
WILWFUN,wilwfun,male
WIN,win,male
WINNOC,winnoc,male
WINNTHROP,winnthrop,male
WINSLOW,winslow,male
WINSTON,winston,male
WIRON,wiron,male
WISTON,wiston,male
WITGER,witger,male
WOJCIECH,wojciech,male
WOLCOTT,wolcott,male
WOLFANGO,wolfango,male
WOLFGANG,wolfgang,male
WOODROW,woodrow,male
WULFRANO,wulfrano,male
WULGIS,wulgis,male
WULMARO,wulmaro,male
WULSTANO,wulstano,male
WUN,wun,male
WYATT,wyatt,male
WYNN,wynn,male
XABIER,xabier,male
XADIER,xadier,male
XAN,xan,male
XANTHUS,xanthus,male
XAVIER,xavier,male
XENOS,xenos,male
XERXES,xerxes,male
XIAN,xian,male
XICOTENCATL,xicoténcatl,male
XIMEN,ximen,male
XOCHIEL,xochiel,male
XOSE,xose,male
XUL,xul,male
YACO,yaco,male
YACUNDO,yacundo,male
YADA BHARATA,yada bharata,male
YADIN,yadin,male
YADIR,yadir,male
YAFAR,yafar,male
YAGO,yago,male
YAHIR,yahir,male
YAHTO,yahto,male
YAIMA,yaima,male
YAIN,yain,male
YAIR,yair,male
YAJNU,yajnú,male
YALE,yale,male
YAMAI,yamai,male
YAMAL,yamal,male
YAMIL,yamil,male
YAMIR,yamir,male
YANAMEYAIA,yanameyaiá,male
YANCY,yancy,male
YANDEL,yandel,male
YANI,yani,male
YANNICK,yannick,male
YANNIS,yannis,male
YANSEL,yansel,male
YAQUE,yaque,male
YARDLEY,yardley,male
YARIN,yarin,male
YARO,yaro,male
YAROMIR,yaromir,male
YASER,yaser,male
YASSER,yasser,male
YASU,yasu,male
YASUNARI,yasunari,male
YASUO,yasuo,male
YAZID,yazid,male
YE CHAN,ye chan,male
YEHOSHUA,yehoshua,male
YEHUDA,yehuda,male
YEHUDI,yehudi,male
YEIMER,yeimer,male
YEISON,yeison,male
YEISSON,yeisson,male
YENIEN,yenien,male
YEPUN,yepun,male
YERIK,yerik,male
YERIMEN,yerimen,male
YERVANT,yervant,male
YESID,yesid,male
YIVKO,yivko,male
YOAV,yoav,male
YOEL,yoel,male
YONA,yona,male
YOOSEF,yoosef,male
YORICK,yorick,male
YORK,york,male
YOSEF,yosef,male
YOSEPH,yoseph,male
YOSHI,yoshi,male
YOUNG,young,male
YOVANNY,yovanny,male
YTIEL,ytiel,male
YU,yu,male
YUICHI,yuichi,male
YUKIO,yukio,male
YUL,yul,male
YULE,yule,male
YUMA,yuma,male
YUNE,yune,male
YUNG,yung,male
YURI,yuri,male
YUSEF,yusef,male
YUSUF,yusuf,male
YUTHIEL,yuthiel,male
YVES,yves,male
YYARON,yyaron,male
ZABULON,zabulón,male
ZACARIAS,zacarias,male
ZACARIAS,zacarías,male
ZACHARY,zachary,male
ZACI,zaci,male
ZADIG,zadig,male
ZADQUIEL,zadquiel,male
ZAHIR,zahir,male
ZAID,zaid,male
ZAIR,zair,male
ZAKI,zaki,male
ZALE,zale,male
ZALMAN,zalman,male
ZAMAS,zamas,male
ZAMBDAS,zambdas,male
ZAMIEL,zamiel,male
ZANE,zane,male
ZANITAS,zanitas,male
ZANOBI,zanobi,male
ZANTINO,zantino,male
ZAQUEO,zaqueo,male
ZARED,zared,male
ZAREK,zarek,male
ZBIGNIEW,zbigniew,male
ZDENKO,zdenko,male
ZEDEKIAH,zedekiah,male
ZEEB,zeeb,male
ZEKE,zeke,male
ZEKI,zeki,male
ZELIG,zelig,male
ZELMAR,zelmar,male
ZELULON,zelulon,male
ZENAS,zenas,male
ZENO,zeno,male
ZENOBIO,zenobio,male
ZENON,zenon,male
ZEPHAN,zephan,male
ZEV,zev,male
ZIAN,zian,male
ZIHAO,zihao,male
ZIKOMO,zikomo,male
ZIMRI,zimri,male
ZINE,zine,male
ZION,zion,male
ZIV,ziv,male
ZIVEN,ziven,male
ZOEL,zoel,male
ZOILO,zoilo,male
ZOLTAN,zoltan,male
ZORAN,zoran,male
ZOSIMO,zosimo,male
ZOTICO,zotico,male
ALVARO,álvaro,male
ANGEL,ángel,male
ELMER,élmer,male
NAPU,ñapu,male
NIHUE,ñihue,male
NIRE,ñire,male
NOM,ñom,male
NOQUI,ñoqui,male
OSCAR,óscar,male
ŠARŪNAS,šarūnas,male
GEOVANNY,geovanny,male
EDINSON,edinson,male
GEOVANY,geovany,male
GIOVANY,giovany,male
HARLEY,harley,male
HOLMAN,holman,male
JAIVER,jaiver,male
JEISON,jeison,male
DURLEY,durley,male
EDERLE,ederle,male
EDINSON,edinson,male
FREDDY,freddy,male
GEOVANNY,geovanny,male
GEOVANY,geovany,male
GIOVANY,giovany,male
JHONNATAN,jhonnatan,male
JHONNATHAN,jhonnathan,male
JONNATHAN,jonnathan,male
KIKE,kike,male
NICO,nico,male
RICHAR,richar,male
SANTIGO,santigo,male
SNEIDER,sneider,male
WILLY,willy,male
XANDER,xander,male
ABBEY,abbey,female
ABBY,abby,female
ABELINA,abelina,female
ABERARDA,aberarda,female
ABI,abi,female
ABIB,abib,female
ABIGAHIL,abigahil,female
ABIGAIL,abigail,female
ABIGAIL,abigaíl,female
ABLINA,ablina,female
ABRIL,abril,female
ACACIA,acacia,female
ACMENA,acmena,female
ADA,ada,female
ADABEL,adabel,female
ADABELLA,adabella,female
ADAIA,adaia,female
ADALGISA,adalgisa,female
ADALGUISA,adalguisa,female
ADALIA,adalia,female
ADALIS,adalis,female
ADALOISA,adaloisa,female
ADARA,adara,female
ADELA,adela,female
ADELAIDA,adelaida,female
ADELEN,adelen,female
ADELFA,adelfa,female
ADELIA,adelia,female
ADELICIA,adelicia,female
ADELINA,adelina,female
ADELMA,adelma,female
ADELTRUDE,adeltrude,female
ADIADNA,adiadna,female
ADIANEY,adianey,female
ADIELA,adiela,female
ADOLFINA,adolfina,female
ADONAY,adonay,female
ADORACION,adoración,female
ADORAR,adorar,female
ADRA,adra,female
ADRI,adri,female
ADRIA,adria,female
ADRIADNA,adriadna,female
ADRIANA,adriana,female
ADRY,adry,female
ADY,ady,female
AFIFE,afife,female
AFRA,afra,female
AFRODITA,afrodita,female
AGAPE,agape,female
AGAPITA,agapita,female
AGAR,agar,female
AGLAE,aglaé,female
AGNES,agnes,female
AGNE,agné,female
AGOSTINA,agostina,female
AGRIPINA,agripina,female
AGUSTINA,agustina,female
AGNEL,agñel,female
AI,ai,female
AICEN,aicen,female
AIDA,aida,female
AIDE,aide,female
AIESA,aiesa,female
AIFHA,aifha,female
AIHARA,aihara,female
AIHUIN,aihuiñ,female
AIHUINTUUN,aihuiñtuun,female
AIHUNLUUN,aihuñluun,female
AILEM,ailem,female
AILEN,ailen,female
AILENCUCHRAL,ailencuchral,female
AILI,aili,female
AILLAHUARANCA,aillahuaranca,female
AILLAMARI,aillamari,female
AILQUETUI,ailquetui,female
AILSA,ailsa,female
AILY,aily,female
AILYN,ailyn,female
AILEN,ailén,female
AIMARA,aimará,female
AIMEE,aimée,female
AINALEN,ainalen,female
AINANA,ainana,female
AINARA,ainara,female
AINELEN,ainelen,female
AINES,aines,female
AINHOA,ainhoa,female
AINOA,ainoa,female
AINE,ainé,female
AIRA,aira,female
AIRE,aire,female
AISHA,aisha,female
AISSA,aissa,female
AITANA,aitana,female
AITUE,aitue,female
AITZIBER,aitziber,female
AIXA,aixa,female
AKANE,akane,female
AKEMI,akemi,female
AKIKO,akiko,female
ALAHI,alahi,female
ALAIA,alaia,female
ALAIDE,alaidé,female
ALAKSMI,alaksmí,female
ALANA,alana,female
ALANIS,alanis,female
ALANNAH,alannah,female
ALANNIS,alannis,female
ALAY,alay,female
ALAY - ALAI,alay - alai,female
ALBA,alba,female
ALBALUZ,albaluz,female
ALBANA,albana,female
ALBARINO,albarino,female
ALBAYRA,albayra,female
ALBERICA,alberica,female
ALBERTA,alberta,female
ALBERTINA,albertina,female
ALBIDA,albida,female
ALBINA,albina,female
ALBLINA,alblina,female
ALCARA,alcara,female
ALCIA,alcia,female
ALCIRA,alcira,female
ALDA,alda,female
ALDABEL,aldabel,female
ALDABELLA,aldabella,female
ALDANA,aldana,female
ALDRYN,aldryn,female
ALE,ale,female
ALECIA,alecia,female
ALEGRA,alegra,female
ALEGRIA,alegría,female
ALEIDA,aleida,female
ALEJA,aleja,female
ALEJANDRA,alejandra,female
ALEJANDRINA,alejandrina,female
ALELI,alelí,female
ALENA,alena,female
ALENKA,alenka,female
ALERAY,aleray,female
ALESANDRA,alesandra,female
ALESIA,alesia,female
ALESSANDRA,alessandra,female
ALESSIA,alessia,female
ALETHIA,alethia,female
ALEXA,alexa,female
ALEXANDRA,alexandra,female
ALEXIA,alexia,female
ALEXIANA,alexiana,female
ALEXIS,alexis,female
ALEXSANDRA,alexsandra,female
ALEXYS,alexys,female
ALEYDA,aleyda,female
ALFIA,alfia,female
ALFONSINA,alfonsina,female
ALIBEL,alibel,female
ALIBERTA,aliberta,female
ALICE,alice,female
ALICIA,alicia,female
ALIDA,alida,female
ALIDE,alide,female
ALIDIA,alidia,female
ALIETH,alieth,female
ALIKA,alika,female
ALILIA,alilia,female
ALINA,alina,female
ALINE,aline,female
ALIRA,alira,female
ALIS,alis,female
ALISA,alisa,female
ALISON,alison,female
ALISSON,alisson,female
ALIT,alit,female
ALIX,alix,female
ALLISON,allison,female
ALMA,alma,female
ALMENDRA,almendra,female
ALMUDENA,almudena,female
ALONDRA,alondra,female
ALTAGRACIA,altagracia,female
ALTAIRA,altaira,female
ALTAIRE,altaire,female
ALUMINE,aluminé,female
ALVIDA,alvida,female
AMABELIA,amabelia,female
AMABELLA,amabella,female
AMABLE,amable,female
AMAIA,amaia,female
AMALIA,amalia,female
AMALIN,amalin,female
AMANCAI,amancai,female
AMANCAY,amancay,female
AMANDA,amanda,female
AMANGAI,amangai,female
AMAPOLA,amapola,female
AMAR,amar,female
AMARA,amara,female
AMARAL,amaral,female
AMARANTA,amaranta,female
AMARILI,amarili,female
AMARILIS,amarilis,female
AMATALLAH,amatallah,female
AMATISTA,amatista,female
AMAURY,amaury,female
AMAYA,amaya,female
AMBAY,ambay,female
AMBER,amber,female
AMBROSIA,ambrosia,female
AMBA,ambá,female
AMELIA,amelia,female
AMELIE,amelie,female
AMELINA,amelina,female
AMELY,amely,female
AMIELA,amiela,female
AMINA,amina,female
AMINCA,aminca,female
AMINDA,aminda,female
AMINE,amine,female
AMINTA,aminta,female
AMIRA,amira,female
AMITHA,amitha,female
AMNERIS,amneris,female
AMORELA,amorela,female
AMORIANA,amoriana,female
AMORINA,amorina,female
AMOUK,amouk,female
AMPARO,amparo,female
AMUY,amuy,female
AMY,amy,female
AMERICA,américa,female
ANA,ana,female
ANA DE LA PAZ,ana de la paz,female
ANA DE LAS ERMITAS,ana de las ermitas,female
ANA MARIA,ana maría,female
ANABA,anaba,female
ANABEL,anabel,female
ANABELA,anabela,female
ANABELIA,anabelia,female
ANABELLA,anabella,female
ANABELLE,anabelle,female
ANABY,anaby,female
ANABY DEL MAR,anaby del mar,female
ANACARLA,anacarla,female
ANACELLI,anacelli,female
ANACLARA,anaclara,female
ANACLETA,anacleta,female
ANACORA,anacora,female
ANADELIA,anadelia,female
ANADINA,anadina,female
ANAEL,anael,female
ANAHID,anahid,female
ANAHI,anahí,female
ANAID,anaid,female
ANAIS,anais,female
ANALIA,analia,female
ANALIS,analis,female
ANALISA,analisa,female
ANALIZ,analiz,female
ANALUZ,analuz,female
ANALY,analy,female
ANALI,analí,female
ANAMARIA,anamaria,female
ANAMA,anamá,female
ANANDA,ananda,female
ANANELIA,ananelia,female
ANANKE,ananké,female
ANANQUEL,ananquel,female
ANARA,anara,female
ANARDA,anarda,female
ANAROSA,anarosa,female
ANASOL,anasol,female
ANASTACIA,anastacia,female
ANASTASIA,anastasia,female
ANATALIA,anatalia,female
ANATILDE,anatilde,female
ANATIVIDAD,anatividad,female
ANATOLIA,anatolia,female
ANDANA,andana,female
ANDINA,andina,female
ANDREA,andrea,female
ANDREANA,andreana,female
ANDRESA,andresa,female
ANDREINA,andreína,female
ANDRINA,andrina,female
ANEIKITA,aneikita,female
ANELEY,aneley,female
ANELINA,anelina,female
ANELISA,anelisa,female
ANELY,anely,female
ANELEN,anelén,female
ANGEE,angee,female
ANGELA,angela,female
ANGELIA,angelia,female
ANGELICA,angelica,female
ANGELIK,angelik,female
ANGELINA,angelina,female
ANGELITA,angelita,female
ANGELUS,angelus,female
ANGGY,anggy,female
ANGIA,angia,female
ANGIE,angie,female
ANGUSTIAS,angustias,female
ANGY,angy,female
ANGELICA,angélica,female
ANIA,ania,female
ANICA,anica,female
ANICELLI,anicelli,female
ANICETA,aniceta,female
ANICIA,anicia,female
ANIELA,aniela,female
ANIELLA,aniella,female
ANIKA,anika,female
ANINA,anina,female
ANISA,anisa,female
ANISIA,anisia,female
ANITA,anita,female
ANKE,anke,female
ANKINE,ankine,female
ANN,ann,female
ANNA,anna,female
ANNABEL,annabel,female
ANNE,anne,female
ANNELIESE,anneliese,female
ANNELISE,annelise,female
ANNERIS,anneris,female
ANNETTE,annette,female
ANNI,anni,female
ANNIA,annia,female
ANNIE,annie,female
ANNY,anny,female
ANOUK,anouk,female
ANOUKANSELMA,anoukanselma,female
ANOUSH,anoush,female
ANOUX,anoux,female
ANSENUSA,ansenusa,female
ANTERIA,anteria,female
ANTI,anti,female
ANTINIA,antinia,female
ANTOLINA,antolina,female
ANTONELA,antonela,female
ANTONELLA,antonella,female
ANTONIA,antonia,female
ANTONIETA,antonieta,female
ANTONIETE,antoniete,female
ANTONINA,antonina,female
ANUKA,anuka,female
ANUNCIACION,anunciación,female
ANUNCIADA,anunciada,female
ANUSH,anush,female
ANUSHKA,anushka,female
ANYELA,anyela,female
ANYELEN,anyelen,female
ANYELO,anyelo,female
ANYI,anyi,female
ANELIDA,anélida,female
AOLANI,aolani,female
AONI,aoni,female
APARECIDA,aparecida,female
APIA,apia,female
APOLINARIA,apolinaria,female
APOLINIA,apolinia,female
APOLONIA,apolonia,female
APPOLINE,appoline,female
APSARA,apsará,female
AQUA,aqua,female
AQUILINA,aquilina,female
ARABELA,arabela,female
ARABELLA,arabella,female
ARACELI,araceli,female
ARACELIA,aracelia,female
ARACELICA,aracelica,female
ARACELLI,aracelli,female
ARACELLY,aracelly,female
ARACELY,aracely,female
ARACI,araci,female
ARAI,arai,female
ARAMARIS,aramaris,female
ARAMINTA,araminta,female
ARAMITA,aramita,female
ARAMY,aramy,female
ARANTZA,arantza,female
ARANZA,aranza,female
ARANZAZU,aranzazú,female
ARANZUZRU,aranzuzru,female
ARAPEY,arapey,female
ARAXI,araxi,female
ARAZAZO,arazazo,female
ARCADIA,arcadia,female
ARCELIA,arcelia,female
ARCENIA,arcenia,female
ARCANGELA,arcángela,female
ARELI,areli,female
ARELIX,arelix,female
ARELIZ,areliz,female
ARELLA,arella,female
ARENA,arena,female
ARETHA,aretha,female
ARETINA,aretina,female
ARETUSA,aretusa,female
ARGELIA,argelia,female
ARGEMINA,argemina,female
ARGEN,argen,female
ARGENIS,argenis,female
ARGENTINA,argentina,female
ARGINA,argina,female
ARIADNA,ariadna,female
ARIANA,ariana,female
ARIANE,ariane,female
ARIANELA,arianela,female
ARIANNA,arianna,female
ARIANNIN,ariannin,female
ARIATNA,ariatna,female
ARICELI,ariceli,female
ARICELLI,aricelli,female
ARIDEA,aridea,female
ARIELA,ariela,female
ARIELLE,arielle,female
ARLEEN,arleen,female
ARLENE,arlene,female
ARLETH,arleth,female
ARLETTA,arletta,female
ARLINA,arlina,female
ARMANDA,armanda,female
ARMANTARIA,armantaria,female
ARMENTARIA,armentaria,female
ARMINDA,arminda,female
ARMINTA,arminta,female
ARMITA,armita,female
ARMONIA,armonía,female
ARNALDA,arnalda,female
AROA,aroa,female
ARSENIA,arsenia,female
ARTEMIA,artemia,female
ARTEMISA,artemisa,female
ARUMA,aruma,female
ARUMAI,arumai,female
ARUNDHATI,arundhati,female
ARWEN,arwen,female
ARWYNA,arwyna,female
ARYDE,aryde,female
ARYDEA,arydea,female
ARYDIA,arydia,female
ARANZAZU,aránzazu,female
ASCENETH,asceneth,female
ASCENSION,ascensión,female
ASHLING,ashling,female
ASHPA MUNASKA,ashpa munaska,female
ASHRAF,ashraf,female
ASIRI,asiri,female
ASIRIA,asiría,female
ASLEM,aslem,female
ASSIRA,assira,female
ASSIRIA,assiria,female
ASTERIA,asteria,female
ASTRID,astrid,female
ASUNCION,asunción,female
ASUNTA,asunta,female
ATALA,atala,female
ATALIA,atalia,female
ATALINA,atalina,female
ATANACIA,atanacia,female
ATANASIA,atanasia,female
ATENEA,atenea,female
ATENEAS,ateneas,female
ATHENA,athena,female
ATHYNA,athyna,female
ATIELA,atiela,female
ATINA,atina,female
ATMINDA,atminda,female
AUDA,auda,female
AUDELIA,audelia,female
AUDELIANA,audeliana,female
AUDELINA,audelina,female
AUDREY,audrey,female
AUGUSTA,augusta,female
AURA,aura,female
AURELIA,aurelia,female
AURELIANA,aureliana,female
AURELINA,aurelina,female
AURISTEA,auristea,female
AURORA,aurora,female
AUSONIA,ausonia,female
AUXILIADORA,auxiliadora,female
AVE,ave,female
AVELINA,avelina,female
AVRIL,avril,female
AYALEN,ayalén,female
AYDA,ayda,female
AYELEN,ayelén,female
AYERAY,ayeray,female
AYESHA,ayesha,female
AYLA,ayla,female
AYLEEN,ayleen,female
AYLEN,aylen,female
AYLY,ayly,female
AYLIN,aylìn,female
AYMARA,aymará,female
AYNELEN,aynelén,female
AYODHYA,ayodhya,female
AYSHA,aysha,female
AYUMI,ayumi,female
AYUN,ayun,female
AZAHARA,azahara,female
AZIRIS,aziris,female
AZUCENA,azucena,female
AZUCENA DEL VALLE,azucena del valle,female
AZUL,azul,female
AIDA,aída,female
BABDA,babda,female
BABELI,babeli,female
BABETTE,babette,female
BACHAR,bachar,female
BADIHA,badiha,female
BADRA,badra,female
BAHIA,bahia,female
BAHIANA,bahiana,female
BAITIARE,baitiare,female
BAKA,baka,female
BALBIANA,balbiana,female
BALBINA,balbina,female
BALIWANI,baliwani,female
BARBARA,barbara,female
BARBEA,barbea,female
BASA,basa,female
BASHA,basha,female
BASIA,basia,female
BASILA,basila,female
BASILISA,basilisa,female
BASIMAH,basimah,female
BASSA,bassa,female
BASTIANA,bastiana,female
BATANA,batana,female
BATIA,batia,female
BATILDE,batilde,female
BATSHEVA,batsheva,female
BATYA,batya,female
BAYO,bayo,female
BEATA,beata,female
BEATRICE,beatrice,female
BEATRIX,beatrix,female
BEATRIZ,beatriz,female
BEATRIZ DEL VALLE,beatriz del valle,female
BEATTIE,beattie,female
BECCA,becca,female
BEDELIA,bedelia,female
BEGGA,begga,female
BEGONIA,begonia,female
BEGONA,begoña,female
BEJLE,bejle,female
BEL,bel,female
BELARA,belara,female
BELEN,belen,female
BELENA,belena,female
BELEV,belev,female
BELIA,belia,female
BELINDA,belinda,female
BELISA,belisa,female
BELKIS,belkis,female
BELKYSS,belkyss,female
BELLA,bella,female
BELLANCA,bellanca,female
BELLE,belle,female
BELONA,belona,female
BELQUIS,belquis,female
BELSY,belsy,female
BELEN,belén,female
BENA,bena,female
BENEDETTA,benedetta,female
BENILDA,benilda,female
BENILDE,benilde,female
BENILDES,benildes,female
BENITA,benita,female
BENJASMIN,benjasmin,female
BENTE,bente,female
BERAJA,beraja,female
BERENCI,berenci,female
BERENECE,berenece,female
BERENGUELA,berenguela,female
BERENICE,berenice,female
BERIT,berit,female
BERNA,berna,female
BERNABELA,bernabela,female
BERNADETTE,bernadette,female
BERNADINE,bernadine,female
BERNARDA,bernarda,female
BERNARDITA,bernardita,female
BERNICE,bernice,female
BERTA,berta,female
BERTHA,bertha,female
BERTILA,bertila,female
BES,bes,female
BESS,bess,female
BETA,beta,female
BETANIA,betania,female
BETH,beth,female
BETHANY,bethany,female
BETHSABE,bethsabe,female
BETIANA,betiana,female
BETINA,betina,female
BETSABE,betsabe,female
BETSABE,betsabé,female
BETSAIDA,betsaida,female
BETSY,betsy,female
BETTE,bette,female
BETTIANA,bettiana,female
BETTINA,bettina,female
BETTY,betty,female
BETZABET,betzabet,female
BEULAH,beulah,female
BIAGNERY,biagnery,female
BIAN,bian,female
BIANCA,bianca,female
BIBIANA,bibiana,female
BIBY,biby,female
BIGAY,bigay,female
BILMA,bilma,female
BINA,bina,female
BINDA,binda,female
BINNY,binny,female
BIRGET,birget,female
BIRGITTA,birgitta,female
BIRKITA,birkita,female
BITHRON,bithron,female
BITIA,bitia,female
BIVIANA,biviana,female
BLAMCA,blamca,female
BLANCA,blanca,female
BLANCHE,blanche,female
BLANDA,blanda,female
BLASINA,blasina,female
BLAYNE,blayne,female
BLEIDY,bleidy,female
BLENDA,blenda,female
BLIMA,blima,female
BLISS,bliss,female
BLITHE,blithe,female
BLOSSOM,blossom,female
BLUMA,bluma,female
BLYTHE,blythe,female
BOGNA,bogna,female
BOGUMILA,bogumila,female
BOHDANA,bohdana,female
BOLONIA,bolonia,female
BONA,bona,female
BONITA,bonita,female
BONNIE,bonnie,female
BOŻENA,bożena,female
BRACHA,bracha,female
BRAINA,braina,female
BRANCA,branca,female
BRANDINA,brandina,female
BRANDY,brandy,female
BRASILINA,brasilina,female
BREE,bree,female
BREENA,breena,female
BRENDA,brenda,female
BRENNA,brenna,female
BRETTA,bretta,female
BRIANA,briana,female
BRIAND,briand,female
BRIANDA,brianda,female
BRIANNA,brianna,female
BRIAR,briar,female
BRICEIDA,briceida,female
BRIDGET,bridget,female
BRIE,brie,female
BRIETTA,brietta,female
BRIGIDA,brigida,female
BRIGIT,brigit,female
BRIGITTE,brigitte,female
BRILANE,brilane,female
BRINA,brina,female
BRINLEY,brinley,female
BRIONY,briony,female
BRISA,brisa,female
BRISCILA,briscila,female
BRISEIDA,briseida,female
BRISEIDA - BRICEIDA,briseida - briceida,female
BRITA,brita,female
BRITANNIA,britannia,female
BRITANY,britany,female
BRITES,brites,female
BRITTA,britta,female
BRITTANY,brittany,female
BROJE,broje,female
BROOKE,brooke,female
BRUNA,bruna,female
BRUNELLA,brunella,female
BRUNEQUILDA,brunequilda,female
BRUNETTE,brunette,female
BRUNILDA,brunilda,female
BRURIA,bruria,female
BRYANNA,bryanna,female
BRYANNE,bryanne,female
BRIGIDA,brígida,female
BUDDHI,buddhi,female
BURGUNDOFARA,burgundofara,female
BARBARA,bárbara,female
CACHA,cacha,female
CADENCE,cadence,female
CADME,cadme,female
CAETANA,caetana,female
CAI,cai,female
CAILIN,cailin,female
CAIMILE,caimile,female
CAIN,cain,female
CAITLIN,caitlin,female
CAITLYN,caitlyn,female
CAITRIN,caitrin,female
CALA,cala,female
CALAMANDA,calamanda,female
CALANDIA,calandia,female
CALANDRA,calandra,female
CALANIT,calanit,female
CALANTHA,calantha,female
CALEDONIA,caledonia,female
CALINICA,calinica,female
CALIOPE,caliope,female
CALISTA,calista,female
CALIXTA,calixta,female
CALLIA,callia,female
CALLIDORA,callidora,female
CALLIOPE,calliope,female
CALTHA,caltha,female
CALU,calu,female
CALYPSO,calypso,female
CAM,cam,female
CAMELAI,camelai,female
CAMELIA,camelia,female
CAMILA,camila,female
CAMILI,camili,female
CAMILLA,camilla,female
CAMILLE,camille,female
CANACE,canace,female
CANCIANILA,cancianila,female
CANDACE,candace,female
CANDELA,candela,female
CANDELARIA,candelaria,female
CANDI,candi,female
CANDICE,candice,female
CANDIDA,candida,female
CANDIDE,candide,female
CANDISS,candiss,female
CANDRA,candra,female
CANDY,candy,female
CANELA,canela,female
CANNY,canny,female
CANTALICIA,cantalicia,female
CAPITOLINA,capitolina,female
CAPRI,capri,female
CAPUCINE,capucine,female
CAREL,carel,female
CAREN,caren,female
CARESSE,caresse,female
CARIDAD,caridad,female
CARINA,carina,female
CARINE,carine,female
CARISA,carisa,female
CARISSA,carissa,female
CARITINA,caritina,female
CARITO,carito,female
CARLA,carla,female
CARLEN,carlen,female
CARLENE,carlene,female
CARLINA,carlina,female
CARLOTA,carlota,female
CARLY,carly,female
CARMELA,carmela,female
CARMELITA,carmelita,female
CARMEN,carmen,female
CARMENZA,carmenza,female
CARMINE,carmine,female
CARMINA,carmiña,female
CARNELIAN,carnelian,female
CARO,caro,female
CAROL,carol,female
CAROLA,carola,female
CAROLIN,carolin,female
CAROLINA,carolina,female
CAROLINE,caroline,female
CAROLL,caroll,female
CAROLYN,carolyn,female
CARON,caron,female
CARRIE,carrie,female
CARYSA,carysa,female
CASANDRA,casandra,female
CASDOA,casdoa,female
CASIA,casia,female
CASIANA,casiana,female
CASILDA,casilda,female
CASSANDRA,cassandra,female
CASSIA,cassia,female
CASSIEL,cassiel,female
CASTALIA,castalia,female
CASTORA,castora,female
CATA,cata,female
CATALEYA,cataleya,female
CATALIN,catalin,female
CATALINA,catalina,female
CATARINA,catarina,female
CATERIN,caterin,female
CATERINA,caterina,female
CATERINE,caterine,female
CATHERIN,catherin,female
CATHERINE,catherine,female
CATHRIN,cathrin,female
CATHY,cathy,female
CATRIONA,catriona,female
CEBELES,cebeles,female
CECILE,cecile,female
CECILI,cecili,female
CECILIA,cecilia,female
CECILY,cecily,female
CEILA,ceila,female
CELANDINE,celandine,female
CELANIE,celanie,female
CELEDONIA,celedonia,female
CELENA,celena,female
CELENE,celene,female
CELERINA,celerina,female
CELESTE,celeste,female
CELESTINA,celestina,female
CELESTINE,celestine,female
CELIA,celia,female
CELICA,celica,female
CELIDE,celide,female
CELIDONIA,celidonia,female
CELINA,celina,female
CELINDA,celinda,female
CELINE,celine,female
CELINIA,celinia,female
CELMIRA,celmira,female
CELSA,celsa,female
CENAIDA,cenaida,female
CENELIA,cenelia,female
CENOBIA,cenobia,female
CENTOLA,centola,female
CERELIA,cerelia,female
CERES,ceres,female
CERISE,cerise,female
CESAREA,cesarea,female
CESIA,cesia,female
CESIRA,cesira,female
CETMILENA,cetmilena,female
CHABLEY,chabley,female
CHABLIS,chablis,female
CHAIRE,chaire,female
CHALICE,chalice,female
CHAMAINE,chamaine,female
CHANAH,chanah,female
CHANDA,chanda,female
CHANDI,chandi,female
CHANDRA,chandra,female
CHANDRA (DIOS),chandra (dios),female
CHANEL,chanel,female
CHANNING,channing,female
CHANTAL,chantal,female
CHARANPREET,charanpreet,female
CHARIS,charis,female
CHARISSA,charissa,female
CHARITY,charity,female
CHARLENE,charlene,female
CHARLOTTE,charlotte,female
CHARMIAN,charmian,female
CHARO,charo,female
CHASKA,chaska,female
CHASTITY,chastity,female
CHAVA,chava,female
CHAVELA,chavela,female
CHAVI,chavi,female
CHAYA,chaya,female
CHELA,chela,female
CHELSEA,chelsea,female
CHENOA,chenoa,female
CHER,cher,female
CHERI,cheri,female
CHERRY,cherry,female
CHERYL,cheryl,female
CHESIRE,chesire,female
CHESNA,chesna,female
CHIARA,chiara,female
CHIKA,chika,female
CHILALI,chilali,female
CHISTINA,chistina,female
CHISTINE,chistine,female
CHIVAI,chivai,female
CHLOE,chloe,female
CHLORIS,chloris,female
CHOYUN,choyun,female
CHRISTA,christa,female
CHRISTABEL,christabel,female
CHRISTINA,christina,female
CHRISTY,christy,female
CHUMANI,chumani,female
CIANA,ciana,female
CIBELE,cibele,female
CIBELES,cibeles,female
CIELO,cielo,female
CILIA,cilia,female
CILINA,cilina,female
CINDY,cindy,female
CINTHIA,cinthia,female
CINTHYA,cinthya,female
CINTIA,cintia,female
CINZIA,cinzia,female
CIRA,cira,female
CIRCE,circe,female
